student_id,course_id
D0951649,2166
D0951649,1322
D0951649,2880
D0951649,2165
D0951649,2180
D0951656,2195
D0951656,2196
D0951656,3013
D0951656,2194
D0951656,1362
D0951656,3006
D095166377,2988
D095166377,1319
D095166377,1320
D095166377,1318
D095166377,1352
D095166377,2906
D095166377,2962
D0951685,2177
D0951685,3816
D0951685,2934
D0951685,2879
D0951685,1353
D0951725,2869
D0951725,2908
D0951725,1326
D0951725,1334
D0951725,2964
D0951725,1335
D0951725,2148
D095172637,3780
D095172637,1307
D095172637,2973
D095172637,1309
D095172637,2181
D095172637,2963
D095172637,1308
D095174075,3828
D095174075,2196
D095174075,1967
D095174075,2936
D095174075,2184
D095174075,2195
D095174075,2194
D0951743,1277
D0951743,1281
D0951743,1276
D0951743,1282
D0951743,1279
D0951743,1280
D0951743,1283
D0951743,1278
D0951743,1274
D0951747,1292
D0951747,1286
D0951747,1287
D0951747,1288
D0951747,1284
D0951747,1291
D0951747,1290
D0951747,1289
D0951747,1293
D0951750,1305
D0951750,1321
D0951750,3025
D0951750,2984
D0951750,2959
D0951750,3779
D0951750,1306
D0951750,1304
D0951750,1329
D0951761,2915
D0951761,3767
D0951761,2145
D0951761,2143
D0951761,3016
D0951761,2144
D0951761,2142
D0951761,3037
D0951761,2147
D0951761,2912
D0951761,2980
D0951761,2140
D0951761,2146
D0951764,2958
D0951764,2989
D0951764,2981
D0951764,1320
D0951764,1327
D0951764,1318
D0951764,1319
D0951764,2879
D0951766,1331
D0951766,1332
D0951766,2937
D0951766,1970
D0951766,3019
D0951766,3818
D0951766,2958
